Semester,Class,Class Number,Section Number,Title,Author(s),Gender,Number Students
Spring 2016,Special Topics:  Is It Useless to Revolt?: Literature of Revolt,English 165,5,Benito Cereno,['Herman Melville'],male,24
Spring 2016,Special Topics:  Is It Useless to Revolt?: Literature of Revolt,English 165,5,"Paradise Regained, Samson Agonistes, and the Complete Shorter Poems",['John Milton'],male,24
Spring 2016,Special Topics:  Is It Useless to Revolt?: Literature of Revolt,English 165,5,People on Sunday,"[""Geoffrey O'Brien""]",male,24
Spring 2016,Special Topics:  Is It Useless to Revolt?: Literature of Revolt,English 165,5,Shelley's Poetry and Prose,['Percy Bysshe Shelley'],female,24
Spring 2016,Special Topics:  Queer Lifestyles in Literature and Theory,English 165,6,Fanny Hill,['John Cleland'],male,21
Spring 2016,Special Topics:  Queer Lifestyles in Literature and Theory,English 165,6,Dhalgren,['Samuel R. Delany'],male,21
Spring 2016,Special Topics:  Queer Lifestyles in Literature and Theory,English 165,6,Sons and Lovers,['D.H. Lawrence'],male,21
Spring 2016,Special Topics:  Queer Lifestyles in Literature and Theory,English 165,6,Marius the Epicurean,['Walter Pater'],male,21
Spring 2016,Special Topics:  Queer Lifestyles in Literature and Theory,English 165,6,Poems,['John Poch'],male,21
Spring 2016,"Special Topics:  Arts of Writing: Academic Writing, Grant Writing, Food Writing",English 165,8,Eating Words: A Norton Anthology of Food Writing,"['Sandra M. Gilbert', 'Roger J. Porter']",Multiple Authors,11
Spring 2016,"Special Topics:  Arts of Writing: Academic Writing, Grant Writing, Food Writing",English 165,8,The Only Grant-Writing Book Youll Ever Need,"['Ellen Karsh', 'Arlen Sue Fox']",Multiple Authors,11
Spring 2016,"Special Topics:  Arts of Writing: Academic Writing, Grant Writing, Food Writing",English 165,8,"Winning Grants Step by Step: The Complete Workbook for Planning, Developing and Writing Successful Proposals","[""Tori O'Neal-McElrath""]",unknown,11
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Inferno,['Dan Brown'],male,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Major Works,"['Francis Bacon', 'Brian Vickers']",Multiple Authors,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Cambridge Companion to Ovid,['Philip R. Hardie'],male,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Poetaster,"['Ben Jonson', 'Thomas Dekker']",Multiple Authors,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Complete Poetry,['William Blake'],male,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Doctor Faustus,['Christopher Marlowe'],male,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Heroides,['Ovid'],male,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Metamorphoses,"['Ovid', 'Stanley Lombardo']",Multiple Authors,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Poems of Exile,['Ovid'],male,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Poetry,['Jeffrey Wainwright'],male,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,A Midsummer Night's Dream,['William Shakespeare'],male,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Complete Sonnets and Poems,"['William Shakespeare', 'Colin Burrow']",Multiple Authors,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,The Tempest,['William Shakespeare'],male,19
Spring 2016,Special Topics:  Ovid and the English Renaissance,English 165,9,Edmund Spenser's Poetry,"['Edmund Spenser', 'Anne Lake Prescott']",Multiple Authors,19
Spring 2016,"Special Topics:  Elizabethan Renaissance: Art, Culture, and Visuality",English 166,2,Bartholomew Fair,['Henry Morley'],male,16
Spring 2016,"Special Topics:  Elizabethan Renaissance: Art, Culture, and Visuality",English 166,2,Utopia,['Sir Thomas More'],male,16
Spring 2016,"Special Topics:  Elizabethan Renaissance: Art, Culture, and Visuality",English 166,2,The Illusion of Power,['Stephen Orgel'],male,16
Spring 2016,Literature and the Arts:  Literature and Music,English 170,1,Splay Anthem,['Nathaniel Mackey'],male,44
Spring 2016,Literature and the Arts:  Literature and Music,English 170,1,Jazz,['Francis Davis'],male,44
Spring 2016,The Language and Literature of Films:  Hidden Hitchcock,English 173,1,The Art of Alfred Hitchcock,['Donald Spoto'],male,40
Spring 2016,The Language and Literature of Films:  Hidden Hitchcock,English 173,1,Hitchcock,"['Francois Truffaut', 'Alfred Hitchcock', 'Helen G. Scott']",Multiple Authors,40
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,The Diving Bell and the Butterfly,['Jean-Dominique Bauby'],male,44
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,Willow Weep for Me,['Meri Nana-Ama Danquah'],female,44
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,"Marbles: Mania, Depression, Michelangelo and Me",['Ellen Forney'],female,44
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,Mean Little Deaf Queer,['Terry Galloway'],male,44
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,One More Theory about Happiness,['Paul Guest'],male,44
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,The Little Locksmith,['Katharine Butler Hathaway'],female,44
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,The World I live In,['Helen Keller'],female,44
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,Count Us In,"['Jason Kingsley', 'Mitchell Levitz']",Multiple Authors,44
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,The Cry of the Gull,['Emmanuelle Laborit'],female,44
Spring 2016,Autobiography:  Disability Memoir,English 180A,1,Riding the Bus with My Sister,['Rachel Simon'],female,44
Spring 2016,The Epic: Legends of Troy,English 180E,1,Troilus and Criseyde,['Geoffrey Chaucer'],male,90
Spring 2016,The Epic: Legends of Troy,English 180E,1,Iliad,['Homer'],male,90
Spring 2016,The Epic: Legends of Troy,English 180E,1,Odyssey,"['Homer', 'Stanley Lombardo']",Multiple Authors,90
Spring 2016,The Epic: Legends of Troy,English 180E,1,Troilus and Cressida,['William Shakespeare'],male,90
Spring 2016,The Epic: Legends of Troy,English 180E,1,Aeneid,['Christine G. Perkell'],female,90
Spring 2016,Research Seminar:  Late Henry James,English 190,3,The Ambassadors,['Henry James'],male,14
Spring 2016,Research Seminar:  Late Henry James,English 190,3,The Golden Bowl,['Henry James'],male,14
Spring 2016,Research Seminar:  Late Henry James,English 190,3,The Wings of the Dove,"['Henry James', 'Peter Brooks']",Multiple Authors,14
Spring 2016,Research Seminar:  The Urban Postcolonial,English 190,4,Americanah,['Chimamanda Ngozi Adichie'],female,18
Spring 2016,Research Seminar:  The Urban Postcolonial,English 190,4,Love and Longing in Bombay,['Vikram Chandra'],male,18
Spring 2016,Research Seminar:  The Urban Postcolonial,English 190,4,Open City,['Teju Cole'],male,18
Spring 2016,Research Seminar:  The Urban Postcolonial,English 190,4,Welcome to our Hillbrow,"['Phaswane Mpe', 'Ghirmai Negash']",Multiple Authors,18
Spring 2016,Research Seminar:  The Urban Postcolonial,English 190,4,NW,['Zadie Smith'],male,18
Spring 2016,Research Seminar:  The Urban Postcolonial,English 190,4,Portrait with Keys,['Ivan Vladislavic'],male,18
Spring 2016,Research Seminar:  Contemporary British Literature and Culture,English 190,5,"England, England",['Julian Barnes'],male,19
Spring 2016,Research Seminar:  Contemporary British Literature and Culture,English 190,5,Children of Men,['P. D. James'],female,19
Spring 2016,Research Seminar:  Contemporary British Literature and Culture,English 190,5,Atonement,['Ian McEwan'],male,19
Spring 2016,Research Seminar:  Contemporary British Literature and Culture,English 190,5,Harry Potter and the Prisoner of Azkaban,['J.K. Rowling'],female,19
Spring 2016,Research Seminar:  Contemporary British Literature and Culture,English 190,5,NW,['Zadie Smith'],male,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,The Oresteia,"['Aeschylus', 'Hugh Lloyd-Jones']",Multiple Authors,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,The Clouds,['Aristophanes'],male,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,The Bacchae,"['Sirish Rao', 'Gita Wolf', 'Indrapramit Roy']",Multiple Authors,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,The Alchemist,['Paulo Coelho'],male,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,The Spanish Tragedy,['Lukas Erne'],male,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,Gallathea,['Leah Scragg'],male,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,Doctor Faustus,['Christopher Marlowe'],male,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,Thyestes,['P.J. Davis'],male,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,"The Comedy of Errors, Hamlet, Twelfth Night",['William Shakespeare'],male,19
Spring 2016,Research Seminar:  Classical and Renaissance Drama,English 190,6,"Antigone, Oedipus",['Sophocles'],male,19
Spring 2016,Research Seminar:  Vital Texts: Literature and the Discourse of Life,English 190,8,Never Let Me Go,['Kazuo Ishiguro'],male,15
Spring 2016,Research Seminar:  Vital Texts: Literature and the Discourse of Life,English 190,8,Frankenstein,['Mary Wollstonecraft Shelley'],female,15
Spring 2016,Research Seminar:  Vital Texts: Literature and the Discourse of Life,English 190,8,Dracula,['Bram Stoker'],female,15
Spring 2016,Research Seminar:  Vital Texts: Literature and the Discourse of Life,English 190,8,Life at the Speed of Light,['J. Craig Venter'],male,15
Spring 2016,Research Seminar:  Medieval and Renaissance Lyric,English 190,9,Middle English Lyrics,['Robert David Stevick'],male,15
Spring 2016,Research Seminar:  Medieval and Renaissance Lyric,English 190,9,Truth of My Songs: Poems of the Trobairitz,['Claudia Keelan'],female,15
Spring 2016,Research Seminar:  Medieval and Renaissance Lyric,English 190,9,Chaucer to Spenser: An Anthology,['Derek Pearsall'],male,15
Spring 2016,Research Seminar:  Medieval and Renaissance Lyric,English 190,9,Medieval Latin Lyrics,Could not find author,,15
Spring 2016,Research Seminar:  Medieval and Renaissance Lyric,English 190,9,The Poetry of Petrarch,['Petrarch'],male,15
Spring 2016,History of Literary Criticism,English 202,1,Lectures on Kant's Political Philosophy,['Hannah Arendt'],female,9
Spring 2016,History of Literary Criticism,English 202,1,Poetics,['Aristotle'],male,9
Spring 2016,History of Literary Criticism,English 202,1,On Christian Doctrine,['St. Augustine'],male,9
Spring 2016,History of Literary Criticism,English 202,1,Critique of Judgment,['Immanuel Kant'],male,9
Spring 2016,History of Literary Criticism,English 202,1,On Sublimity,['Joshua Rayman'],male,9
Spring 2016,History of Literary Criticism,English 202,1,Phaedrus,"['Plato', 'Aeterna Press']",Multiple Authors,9
Spring 2016,History of Literary Criticism,English 202,1,Republic,['Cass R. Sunstein'],male,9
Spring 2016,History of Literary Criticism,English 202,1,Defense of Poetry,['Percy Bysshe Shelley'],female,9
Spring 2016,Graduate Readings:  George Eliot and Victorian Science,English 203,1,The Descent of Man,['Charles Darwin'],male,6
Spring 2016,Graduate Readings:  George Eliot and Victorian Science,English 203,1,On the Origin of Species,['Charles Darwin'],male,6
Spring 2016,Graduate Readings:  George Eliot and Victorian Science,English 203,1,Our Mutual Friend,['Charles Dickens'],male,6
Spring 2016,Graduate Readings:  George Eliot and Victorian Science,English 203,1,Daniel Deronda,['George Eliot'],female,6
Spring 2016,Graduate Readings:  George Eliot and Victorian Science,English 203,1,Middlemarch,['George Eliot'],female,6
Spring 2016,Graduate Readings:  George Eliot and Victorian Science,English 203,1,"Selected Essays, Poems, and Other Writings","['A. S. Byatt', 'George Eliot']",Multiple Authors,6
Spring 2016,Graduate Readings:  Aesthetics and Politics: Kant and Beyond,English 203,2,Aesthetic Theory,['Theodor W. Adorno'],male,8
Spring 2016,Graduate Readings:  Aesthetics and Politics: Kant and Beyond,English 203,2,Philosophical Enquiry into the Origins of Our Ideas of the Sublime and Beautiful,['Edmund Burke'],male,8
Spring 2016,Graduate Readings:  Aesthetics and Politics: Kant and Beyond,English 203,2,Ideology of the Aesthetic,['Terry Eagleton'],male,8
Spring 2016,Graduate Readings:  Aesthetics and Politics: Kant and Beyond,English 203,2,The Truth in Painting,['Jacques Derrida'],male,8
Spring 2016,Graduate Readings:  Aesthetics and Politics: Kant and Beyond,English 203,2,Critique of the Power of Judgment,"['Immanuel Kant', 'Paul Guyer', 'Eric Matthews']",Multiple Authors,8
Spring 2016,Graduate Readings:  Aesthetics and Politics: Kant and Beyond,English 203,2,Aesthetics and Its Discontents,['Jacques Ranciere'],male,8
Spring 2016,Graduate Readings:  Aesthetics and Politics: Kant and Beyond,English 203,2,On Beauty and Being Just,['Elaine Scarry'],female,8
Spring 2016,Graduate Readings:  Aesthetics and Politics: Kant and Beyond,English 203,2,On the Aesthetic Education of Man,['Friedrich Schiller'],male,8
Spring 2016,Graduate Readings:  Edmund Spenser,English 203,3,A View of the Present State of Ireland,['Edmund Spenser'],male,4
Spring 2016,Graduate Readings:  Edmund Spenser,English 203,3,The Faerie Queene,"['Jim Manis, ed.; Edmund Spenser']",Could not find author,4
Spring 2016,Graduate Readings:  Edmund Spenser,English 203,3,The Shorter Poems,"['Edmund Spenser', 'William A. Oram']",Multiple Authors,4
Spring 2016,Old English:  Late Old English,English 205B,1,Rewriting Old English in the Twelfth Century,"['Mary Swan', 'Elaine M. Treharne']",Multiple Authors,11
Spring 2016,Old English:  Late Old English,English 205B,1,"Living Through Conquest: The Politics of Early English, c. 1020-1220",['Elaine Treharne'],female,11
Spring 2016,Research Seminar:  Capitalist Crisis and Literature,English 250,1,Capitalist Realism: Is There No Alternative?,['Mark Fisher'],male,2
Spring 2016,Research Seminar:  Capitalist Crisis and Literature,English 250,1,The Great Financial Crisis: Causes and Consequences,"['John Bellamy Foster', 'Fred Magdoff']",Multiple Authors,2
Spring 2016,Research Seminar:  Capitalist Crisis and Literature,English 250,1,Zombie Capitalism: Global Crisis and the Relevance of Marx,['Chris Harman'],male,2
Spring 2016,Research Seminar:  Capitalist Crisis and Literature,English 250,1,The Failure of Capitalist Production: Underlying Causes of the Great Recession,['Andrew Kliman'],male,2
Spring 2016,Research Seminar:  Capitalist Crisis and Literature,English 250,1,Business as Usual: The Economic Crisis and the Failure of Capitalism,['Paul Mattick'],male,2
Spring 2016,Research Seminar:  Capitalist Crisis and Literature,English 250,1,Global Slump: The Economics and Politics of Crisis and Resistance,['David McNally'],male,2
Spring 2016,Research Seminar:  Capitalist Crisis and Literature,English 250,1,Global Capitalism and the Crisis of Humanity,['William I. Robinson'],male,2
Spring 2016,Research Seminar:  The Limits of Historicism,English 250,2,Vibrant Matter: A Political Ecology of Things,['Jane Bennett'],female,8
Spring 2016,Research Seminar:  The Limits of Historicism,English 250,2,Lose Your Mother,['Saidiya Hartman'],female,8
Spring 2016,Research Seminar:  The Limits of Historicism,English 250,2,Local Transcendence: Essays on Postmodern Historicism and the Database,['Alan Liu'],male,8
Spring 2016,Research Seminar:  The Limits of Historicism,English 250,2,Feeling Backward: Loss and the Politics of Queer History,['Heather Love'],female,8
Spring 2016,Research Seminar:  The Limits of Historicism,English 250,2,A Mercy,['Toni Morrison'],female,8
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,Americanah,['Chimamanda Ngozi Adichie'],female,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,Oryx and Crake,['Margaret Atwood'],female,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,Slow Man,['J M Coetzee'],male,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,Open City,['Teju Cole'],male,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,A Visit From the Goon Squad,['Jennifer Egan'],female,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,The Reluctant Fundamentalist,['Mohsin Hamid'],male,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,Never Let Me Go,['Kazuo Ishiguro'],male,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,The Namesake,['Jhumpa Lahiri'],female,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,The Road,['Cormac McCarthy'],male,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,Satin Island,['Tom McCarthy'],male,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,Austerlitz,['W.G. Sebald'],male,6
Spring 2016,Research Seminar:  How It Strikes a Contemporary: Reading the Novel in the 21st Century,English 250,3,Zone One,['Colson Whitehead'],male,6
Spring 2016,Field Studies in Tutoring Writing,English 310,1,Practical Tutor,"['Emily Meyer', 'Louise Z. Smith']",Multiple Authors
Summer 2015,Reading & Composition:  Love Songs,English N1A,1,Dream Visions and Other Poems,"['Geoffrey Chaucer', 'Kathryn L. Lynch']",Multiple Authors
Summer 2015,Reading & Composition:  Love Songs,English N1A,1,Beloved,['Toni Morrison'],female
Summer 2015,Reading & Composition:  Love Songs,English N1A,1,Metamorphoses (trans. Allen Mandelbaum),Could not find author,
Summer 2015,Reading & Composition:  Love Songs,English N1A,1,A Midsummer Night's Dream,['William Shakespeare'],male
Summer 2015,Reading & Composition:  Literary Festivity,English N1B,1,Emma,['Jane Austen'],female
Summer 2015,Reading & Composition:  Literary Festivity,English N1B,1,Twelfth Night,['William Shakespeare'],male
Summer 2015,Reading & Composition:  Literary Festivity,English N1B,1,Mrs. Dalloway,['Virginia Woolf'],male
Summer 2015,Shakespeare:  Shakespearean Tragedy,English N117S,1,The Norton Shakespeare: Based on the Oxford Edition: Tragedies,"['William Shakespeare', 'Stephen Greenblatt', 'Walter Cohen', 'Jean Elizabeth Howard', 'Katharine Eisaman Maus']",Multiple Authors
Summer 2015,The 20th-Century Novel,English N125D,1,Things Fall Apart,['Chinua Achebe'],male
Summer 2015,The 20th-Century Novel,English N125D,1,Never Let Me Go,['Kazuo Ishiguro'],male
Summer 2015,The 20th-Century Novel,English N125D,1,Mrs. Dalloway,['Virginia Woolf'],male
Summer 2015,The 20th-Century Novel,English N125D,1,La Bete Humaine,['mile Zola'],male
Summer 2015,Science Fiction,English N180Z,1,Do Androids Dream of Electric Sheep?,['Philip K. Dick'],male
Summer 2015,Science Fiction,English N180Z,1,Tales of E.T.A. Hoffmann,['E. T. A. Hoffmann'],male
Summer 2015,Science Fiction,English N180Z,1,Frankenstein,['Mary Wollstonecraft Shelley'],female
Summer 2015,Science Fiction,English N180Z,1,Roadside Picnic,"['Arkady Strugatsky', 'Boris Strugatsky']",Multiple Authors
Summer 2015,Science Fiction,English N180Z,1,Zone One,['Colson Whitehead'],male
Fall 2016,Reading and Composition:  Issues,English R1A,1,Hard Times,Could not find author,,18
Fall 2016,Reading and Composition:  Issues,English R1A,1,Sister Carrie,['THEODORE DREISER'],male,18
Fall 2016,Reading and Composition:  The Fugitive,English R1A,2,"I, Tituba","['Maryse Cond', 'Richard Philcox']",Multiple Authors,19
Fall 2016,Reading and Composition:  The Fugitive,English R1A,2,An Autobiography,['Frank Lloyd Wright'],male,19
Fall 2016,Reading and Composition:  The Fugitive,English R1A,2,Twelve Years a Slave,['Solomon Northup'],male,19
Fall 2016,"Reading and Composition:  Reading Ads: They'll Tell You What You Want, What You Really Really Want",English R1A,4,Mythologies,"['Roland Barthes', 'Richard Howard', 'Annette Lavers']",Multiple Authors,21
Fall 2016,Reading and Composition:  The Self and Lyric Form,English R1A,5,The Voice that is Great Within Us: American Poetry of the Twentieth Century,['Hayden Carruth'],male,17
Fall 2016,Reading and Composition:  The Self and Lyric Form,English R1A,5,Norton Anthology of Modern and Contemporary Poetry: Volume 1,Could not find author,,17
Fall 2016,Reading and Composition:  Wild Women in America,English R1A,6,Sula,['Toni Morrison'],female,18
Fall 2016,Reading and Composition:  Wild Women in America,English R1A,6,Housekeeping,['Marilynne Robinson'],male,18
Fall 2016,Reading and Composition:  Wild Women in America,English R1A,6,"The Sovereignty and Goodness of God, Together with the Faithfulness of His Promises Displayed: Being a Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson",['Mary Rowlandson'],female,18
Fall 2016,Reading and Composition:  Forms of Humiliation,English R1A,7,Giovanni's Room,['James Baldwin'],male,17
Fall 2016,Reading and Composition:  Forms of Humiliation,English R1A,7,Edinburgh,['Alexander Chee'],unknown,17
Fall 2016,Reading and Composition:  Forms of Humiliation,English R1A,7,A Small Place,['Jamaica Kincaid'],female,17
Fall 2016,Reading and Composition:  Forms of Humiliation,English R1A,7,The Woman Warrior,['Maxine Hong Kingston'],female,17
Fall 2016,Reading and Composition:  Forms of Humiliation,English R1A,7,Citizen,['Claudia Rankine'],female,17
Fall 2016,Reading and Composition:  Forms of Humiliation,English R1A,7,We the Animals,['Justin Torres'],male,17
Fall 2016,Reading and Composition:  The Essay and American Life,English R1A,8,White Girls,['Hilton Als'],male,17
Fall 2016,Reading and Composition:  The Essay and American Life,English R1A,8,When I Was a Child I Read Books,['Marilynne Robinson'],male,17
Fall 2016,Reading and Composition:  The Rest is Commentary,English R1A,9,The Master Letters,['Emily Dickinson'],female,16
Fall 2016,Reading and Composition:  The Rest is Commentary,English R1A,9,La Vita Nuova,"['Dante Alighieri', 'David R Slavitt']",Multiple Authors,16
Fall 2016,Reading and Composition:  The Rest is Commentary,English R1A,9,The Waste Land and Other Poems,['T. S. Eliot'],male,16
Fall 2016,Reading and Composition:  The Rest is Commentary,English R1A,9,Pale Fire,['Vladimir Nabokov'],male,16
Fall 2016,Reading and Composition:  Walking America,English R1B,1,"Winesburg, Ohio",['Sherwood Anderson'],male,19
Fall 2016,Reading and Composition:  Walking America,English R1B,1,The Wonderful Wizard of Oz,['L. Frank Baum'],male,19
Fall 2016,Reading and Composition:  Walking America,English R1B,1,The Scarlet Letter,['Nathaniel Hawthorne'],male,19
Fall 2016,Reading and Composition:  Walking America,English R1B,1,Wanderlust: A History of Walking,['Rebecca Solnit'],female,19
Fall 2016,Reading and Composition:  Walking America,English R1B,1,"Uncle Tom's Cabin, or, Life Among the Lowly",['Harriet Elizabeth Beecher Stowe'],female,19
Fall 2016,Reading and Composition:  Walking America,English R1B,1,Walking (this one will be an electronic text to be supplied by the instructor),"['Dickenson, Patricia']",female,19
Fall 2016,Reading and Composition:  Literature and Popular Culture,English R1B,2,Alice in Wonderland,['Lewis Carroll'],male,19
Fall 2016,Reading and Composition:  Literature and Popular Culture,English R1B,2,"They Say, I Say","['Gerald Graff', 'Cathy Birkenstein']",Multiple Authors,19
Fall 2016,Reading and Composition:  Literature and Popular Culture,English R1B,2,Lolita,['Vladimir Nabokov'],male,19
Fall 2016,Reading and Composition:  Literature and Popular Culture,English R1B,2,Hamlet,['William Shakespeare'],male,19
Fall 2016,Reading and Composition:  Signs of the Times,English R1B,3,The Mill on the Floss,['George Eliot'],female,18
Fall 2016,Reading and Composition:  Signs of the Times,English R1B,3,Tess of the d'Urbervilles,['Thomas Hardy'],male,18
Fall 2016,Reading and Composition:  Signs of the Times,English R1B,3,News from Nowhere,['William Morris'],male,18
Fall 2016,Reading and Composition:  Signs of the Times,English R1B,3,The Bride of Lammermoor,['Sir Walter Scott'],male,18
Fall 2016,"Reading and Composition:  ""One Fine Day"": Diurnal Narratives of the 20th Century",English R1B,4,The Mezzanine,['Nicholson Baker'],male,17
Fall 2016,"Reading and Composition:  ""One Fine Day"": Diurnal Narratives of the 20th Century",English R1B,4,A Single Man,['Christopher Isherwood'],male,17
Fall 2016,"Reading and Composition:  ""One Fine Day"": Diurnal Narratives of the 20th Century",English R1B,4,The Birthday Party,['Stanley N. Alpert'],unknown,17
Fall 2016,"Reading and Composition:  ""One Fine Day"": Diurnal Narratives of the 20th Century",English R1B,4,One Day in the Life of Ivan Denisovich,['Aleksandr Solzhenitsyn'],male,17
Fall 2016,"Reading and Composition:  ""One Fine Day"": Diurnal Narratives of the 20th Century",English R1B,4,Mrs. Dalloway,['Virginia Woolf'],male,17
Fall 2016,Reading and Composition:  Lost Literature: Recovering and (re)-Discovering Hidden Texts of the Nineteenth Century,English R1B,7,"A Long Fatal Love Chase (Dell, 1996",['Louisa May Alcott'],female,18
Fall 2016,Reading and Composition:  Lost Literature: Recovering and (re)-Discovering Hidden Texts of the Nineteenth Century,English R1B,7,978-0440223016,['Louisa May Alcott'],female,18
Fall 2016,Reading and Composition:  Lost Literature: Recovering and (re)-Discovering Hidden Texts of the Nineteenth Century,English R1B,7,"Nineteenth-Century American Women Poets (Wiley-Blackwell, 1997",['Karen L. Kilcup'],female,18
Fall 2016,Reading and Composition:  Lost Literature: Recovering and (re)-Discovering Hidden Texts of the Nineteenth Century,English R1B,7,978-0631203995),['Paula Bernat Bennett'],female,18
Fall 2016,Reading and Composition:  Lost Literature: Recovering and (re)-Discovering Hidden Texts of the Nineteenth Century,English R1B,7,"The Bondwoman's Narrative (Ed.: Henry Louis Gates, Jr.",['Robert S. Levine'],male,18
Fall 2016,Reading and Composition:  Lost Literature: Recovering and (re)-Discovering Hidden Texts of the Nineteenth Century,English R1B,7,978-0-7595-2764-5),['Hannah Crafts'],female,18
Fall 2016,Reading and Composition:  Lost Literature: Recovering and (re)-Discovering Hidden Texts of the Nineteenth Century,English R1B,7,Hope Leslie (Ed.: Mary Kelley,['James L. Machor'],male,18
Fall 2016,Reading and Composition:  Lost Literature: Recovering and (re)-Discovering Hidden Texts of the Nineteenth Century,English R1B,7,8601403037727),['Lydia Maria Child'],female,18
Fall 2016,Reading and Composition:  Staging Desire: Sex and Sexuality in Renaissance Drama,English R1B,8,'Tis Pity She's a Whore,['John Ford'],male,20
Fall 2016,Reading and Composition:  Staging Desire: Sex and Sexuality in Renaissance Drama,English R1B,8,Gallathea,['Leah Scragg'],male,20
Fall 2016,Reading and Composition:  Staging Desire: Sex and Sexuality in Renaissance Drama,English R1B,8,Edward II,['Roy Martin Haines'],male,20
Fall 2016,Reading and Composition:  Staging Desire: Sex and Sexuality in Renaissance Drama,English R1B,8,As You Like It,['William Shakespeare'],male,20
Fall 2016,Reading and Composition:  Monomanias,English R1B,10,Moby-Dick,['Herman Melville'],male,19
Fall 2016,Reading and Composition:  Monomanias,English R1B,10,The Orchid Thief,['Susan Orlean'],male,19
Fall 2016,Reading and Composition:  Monomanias,English R1B,10,The Crying of Lot 49,['Thomas Pynchon'],male,19
Fall 2016,Reading and Composition:  London: Self and the City,English R1B,12,"Boswell's London Journal, 1762-1763","['James Boswell', 'Frederick Albert Pottle']",Multiple Authors,19
Fall 2016,Reading and Composition:  London: Self and the City,English R1B,12,Bleak House,['Charles Dickens'],male,19
Fall 2016,Reading and Composition:  London: Self and the City,English R1B,12,The Diary of Samuel Pepys,['Samuel Pepys'],male,19
Fall 2016,Reading and Composition:  London: Self and the City,English R1B,12,The Cries of London,['Charles Hindley'],male,19
Fall 2016,Reading and Composition:  London: Self and the City,English R1B,12,White Teeth,['Zadie Smith'],male,19
Fall 2016,Reading and Composition:  London: Self and the City,English R1B,12,Mrs. Dalloway,['Virginia Woolf'],male,19
Fall 2016,Reading and Composition:  Queer/of Color Cultural Productions,English R1B,13,Borderlands/La Frontera: The New Mestiza,['Gloria Anzald_a'],female,17
Fall 2016,Reading and Composition:  Queer/of Color Cultural Productions,English R1B,13,Giovanni's Room,['James Baldwin'],male,17
Fall 2016,Reading and Composition:  Queer/of Color Cultural Productions,English R1B,13,Dogeaters,['Jessica Hagedorn'],female,17
